fit,term,logodds,se,lo,hi,z,p,odds_ratio,or_lo,or_hi
A_he,(Intercept),-7.00142538374925,0.734996615269568,-8.442018749677604,-5.560832017820897,-9.5257926884213,1.63787092063763e-21,0.0009105831097234866,0.00021561443905417495,0.003845575478854459
A_he,x,0.643614525184553,0.344038241299216,-0.030700427761910398,1.3179294781310165,1.87076449046486,0.0613777315084731,1.903348160709383,0.9697660445496479,3.735678560036779
A_de,(Intercept),-3.11128994599504,0.385189034697776,-3.866260454002681,-2.356319437987399,-8.07730663578259,6.621290278283179e-16,0.04454345960772591,0.020936516282925418,0.09476838300186743
A_de,x,-0.184392596485622,0.216329047715636,-0.6083975300082685,0.2396123370370245,-0.852370952642504,0.394008236854471,0.8316092528594017,0.5442222705480556,1.270756429620065
A_pg,(Intercept),-2.85526221437712,0.384264033940193,-3.608419720899898,-2.1021047078543416,-7.43046957868954,1.08212822402203e-13,0.05754073113559722,0.027094630130417994,0.12219896428488389
A_pg,x,0.508586366321295,0.232163935731529,0.05354505228749812,0.9636276803550918,2.19063466820883,0.0284782402868876,1.6629387463698804,1.0550045210639263,2.6211880792600573
A_control,(Intercept),-2.95495763480152,0.39647649818348,-3.732051571241141,-2.1778636983618993,-7.45304614104526,9.120936599326261e-14,0.05208086694549388,0.023943663282459293,0.11328327957991732
A_control,x,0.0991872427985529,0.258479294220941,-0.40743217387449143,0.6058066594715972,0.38373380389135,0.70117575531562,1.1042730473780153,0.6653565784264116,1.8327300017826396
B_power_shifting,(Intercept),-2.6351454127231,0.328504159163151,-3.2790135646828764,-1.9912772607633242,-8.02165007419087,1.04334007987995e-15,0.07170854131615818,0.03766539296180855,0.13652094119673983
B_power_shifting,x,0.310516704775495,0.145011161634661,0.026294827971559465,0.5947385815794305,2.1413296830061,0.0322474610431876,1.3641297844372575,1.0266435871043835,1.8125570472195798
B_power_shifting,modede,-0.893972126063384,0.252664509149653,-1.3891945639967038,-0.3987496881300642,-3.53817846864233,0.0004028976399519,0.4090278116678066,0.24927599966220243,0.6711586793131727
B_power_shifting,modehe,-3.69464425474607,0.30029912355204,-4.283230536908068,-3.1060579725840713,-12.3032135793291,8.70409462126273e-35,0.024856294598669906,0.013798015011544366,0.04477712052486851
E_ps_vs_control,(Intercept),-2.83634801644317,0.36283718629843,-3.5475089015880927,-2.1251871312982473,-7.81713706188402,5.4038255287880305e-15,0.058639425621700915,0.02879628475891806,0.11941062071134308
E_ps_vs_control,x,0.0947539023064793,0.230416768814452,-0.3568629645698466,0.5463707691828052,0.411228326801084,0.680905119132898,1.099388264915376,0.6998683979305598,1.7269740434166054
E_ps_vs_control,ps,0.144877227185395,0.40485715367043,-0.6486427940086479,0.9383972483794378,0.357847764012417,0.720457243723383,1.1558976487484156,0.5227547814408632,2.5558816902629555
E_ps_vs_control,mode_he,-3.80346561176213,0.316030342581568,-4.4228850832220035,-3.184046140302257,-12.0351279585771,2.32273611347079e-33,0.022293377632720192,0.011999562559638879,0.04141773367195358
E_ps_vs_control,mode_de,-0.907138763725389,0.265988512427141,-1.4284762480825854,-0.38580127936819264,-3.41044338888082,0.0006485734685974,0.40367759018453253,0.2396738476301489,0.6799056235315889
E_ps_vs_control,x:ps,0.226004510150166,0.275905773593941,-0.31477080609395836,0.7667798263942903,0.819136574078306,0.412708496959241,1.2535813191054317,0.7299561566010495,2.152822617357529
F_he_vs_control,(Intercept),-2.95839291322245,0.388154254173626,-3.719175251402757,-2.197610575042143,-7.62169390496782,2.50368179146666e-14,0.05190226162228451,0.02425396302104048,0.11106823075351185
F_he_vs_control,x,0.100911011746267,0.25688423100532,-0.4025820810241602,0.6044041045166942,0.39282680509952,0.694447405308223,1.1061782005170497,0.6685914580022314,1.8301612990321128
F_he_vs_control,ps,-4.15282696467554,0.61325691102168,-5.354810510278032,-2.950843419073047,-6.77175730112357,1.2722744217326799e-11,0.01571991396947845,0.00472536482074175,0.05229558025300015
F_he_vs_control,x:ps,0.551554966637388,0.447776804614958,-0.3260875704079297,1.4291975036827056,1.23176314840977,0.218037572946538,1.7359502650055099,0.7217419814245349,4.175347146392637
F_de_vs_control,(Intercept),-2.83433873717836,0.366151357396726,-3.5519953976759426,-2.1166820766807772,-7.74089370398632,9.87204083752303e-15,0.05875736705265936,0.02866737972219763,0.12043054567305524
F_de_vs_control,x,0.0933500686477128,0.231142598925479,-0.35968942524622605,0.5463895625416516,0.403863541734291,0.686313067465921,1.0978459894674137,0.6978930403754684,1.727006499364499
