fit,term,logodds,se,lo,hi,z,p,odds_ratio,or_lo,or_hi
A_he,(Intercept),-6.74082735790554,0.755831215008159,-8.222256539321531,-5.259398176489548,-8.91842943775851,4.72947324964457e-19,0.0011816690888029433,0.00026860825542796127,0.0051984323162653796
A_he,cn,0.60685485888722,0.444058901354096,-0.26350058776680807,1.4772103055412482,1.36660892741188,0.171747917476275,1.8346520754817814,0.7683571708242539,4.3807077826303
A_de,(Intercept),-3.79716656543478,0.418211697976345,-4.6168614934684165,-2.977471637401144,-9.07953216949364,1.09042525906626e-19,0.022434247859477126,0.009883767702906441,0.05092141905282273
A_de,cn,1.07769518128273,0.533272416608617,0.0324812447298406,2.1229091178356194,2.02090929085814,0.043289155963227,2.9379004138620273,1.0330145184959119,8.35540903562318
A_pg,(Intercept),-2.66791956142965,0.384227858127137,-3.4210061633588382,-1.9148329595004614,-6.9435870018224,3.8226700017125695e-12,0.06939645028354186,0.03267953743851095,0.14736644669519935
A_pg,cn,0.660785063574458,0.472224613077602,-0.26477517805764195,1.586345305206558,1.39930246174159,0.161722301746906,1.9363118657742326,0.7673784540983473,4.88585993197247
A_control,(Intercept),-2.95615317562799,0.371592407073721,-3.684474293492483,-2.227832057763497,-7.95536485502385,1.78604384110581e-15,0.052018639348011174,0.025110371940113868,0.10776179843420454
A_control,cn,0.200274989821861,0.429998164243881,-0.6425214120961458,1.0430713917398677,0.465757778696636,0.641388889768266,1.2217386776721635,0.5259645772747962,2.8379200064271184
B_power_shifting,(Intercept),-2.73138879580062,0.369719985359192,-3.456039967104636,-2.006737624496604,-7.38772288208063,1.49364629110551e-13,0.06512877625938616,0.0315544716740501,0.13442650984182178
B_power_shifting,cn,0.842867101472145,0.460214568992732,-0.0591534537536097,1.7448876566979,1.83146549079687,0.0670310939642494,2.32301776563757,0.9425621183637067,5.725258244874055
B_power_shifting,modede,-0.898725161956411,0.25240489027436,-1.3934387468941565,-0.4040115770186653,-3.56064876944147,0.0003699396450706,0.40708830073159685,0.2482202686701486,0.6676363919852163
B_power_shifting,modehe,-3.66894590896993,0.29855805048995,-4.254119687930232,-3.0837721300096277,-12.2888862080556,1.03928067391497e-34,0.025503338623657525,0.014205590595745575,0.045786218923395954
C_he,(Intercept),-6.75568912255565,0.753494752001828,-8.232538836479232,-5.278839408632067,-8.96580779707841,3.08014753880006e-19,0.001164237255660843,0.00026586049637320353,0.005098344454927866
C_he,cn,0.641108011632251,0.44295851474848,-0.22709067727476984,1.5093067005392717,1.44733195160789,0.147803974363259,1.898583366754738,0.7968485229615831,4.523593501962905
C_he,cap_z,-0.155054100916568,0.221982213768355,-0.5901392399025438,0.28003103806940777,-0.698497858384147,0.484865896727313,0.856368845890851,0.5542501056307334,1.3231708803697206
C_de,(Intercept),-3.82857362104928,0.412110876393809,-4.636310938781145,-3.0208363033174144,-9.2901542772939,1.54064848996712e-20,0.021740603863839608,0.009693391262841768,0.04876042280231162
C_de,cn,1.14370661614729,0.525730678454748,0.11327448637598403,2.174138745918596,2.17546105452495,0.029595583534408,3.1383796012009437,1.1199392988422423,8.794607467937073
C_de,cap_z,-0.273500271460947,0.266722230317877,-0.7962758428839859,0.24927529996209186,-1.02541235927351,0.305168658951678,0.7607121298522009,0.4510054555975552,1.2830952205169037
C_pg,(Intercept),-2.67718208408543,0.384689743819205,-3.431173981971072,-1.923190186199788,-6.95932794440093,3.4189979087271996e-12,0.06875663183140694,0.03234894139799634,0.14614000386091325
C_pg,cn,0.67942362747936,0.474968030834117,-0.2515137129555093,1.6103609679142292,1.43046180663188,0.152584520126772,1.9727403711498097,0.7776227940298756,5.004617408134737
C_pg,cap_z,-0.073651790939457,0.242075412556479,-0.5481195995501558,0.4008160176712418,-0.304251432070877,0.760936343760846,0.9289951220464003,0.5780357277232185,1.493042549783796
C_control,(Intercept),-2.98721298627086,0.364184766885847,-3.70101512936712,-2.2734108431746,-8.20246550072535,2.3550633680726497e-16,0.050427783984169854,0.02469844162689534,0.1029603987153968
C_control,cn,0.265556021914335,0.418915872123249,-0.555519087447233,1.0866311312759032,0.633912533722775,0.526137905417937,1.304155913486674,0.5737743448208592,2.96427099265528
C_control,cap_z,-0.263809794479059,0.213216281027142,-0.6817137052922573,0.15409411633413928,-1.23728728973318,0.215980444866524,0.7681196263566935,0.50574954363266,1.1666006777909927
D_power_shifting,(Intercept),-2.75039398006507,0.368463483869032,-3.4725824084483725,-2.028205551681767,-7.46449539906832,8.361943597581671e-14,0.0639026798645887,0.031036777446083266,0.13157140753320834
D_power_shifting,cn,0.881104641995331,0.460154376959416,-0.020797936845124432,1.7830072208357866,1.91480226227,0.0555177258731239,2.4135643589520375,0.9794168486346204,5.947715646228111
D_power_shifting,cap_z,-0.150590906711703,0.234462802321507,-0.6101379992618567,0.30895618583845075,-0.642280588735801,0.520691015500444,0.8601995285423998,0.543275892229132,1.3620026941900238
D_power_shifting,modede,-0.898718404054804,0.25243135150098,-1.3934838529967248,-0.40395295511288315,-3.56024875163462,0.0003705036569868,0.40709105180357424,0.2482090726737562,0.6676755312500819
D_power_shifting,modehe,-3.66900290034938,0.298611150406793,-4.254280755146694,-3.0837250455520655,-12.2868918168366,1.06523549372948e-34,0.02550188519462564,0.014203302725065547,0.04578837479343137
E_ps_vs_control,(Intercept),-2.84396807167592,0.34410963891435,-3.518422963948046,-2.1695131794037943,-8.26471493402075,1.40028954232506e-16,0.058194288099814355,0.029646151371155522,0.11423321445829195
E_ps_vs_control,cn,0.213019952456049,0.410681763282229,-0.5919163035771198,1.0179562084892178,0.518698348700859,0.603971113404591,1.2374093403527737,0.5532660425317494,2.76753272003752
E_ps_vs_control,ps,0.0505888013903955,0.325281606655378,-0.5869631476541454,0.6881407504349363,0.155523092469204,0.876408950269789,1.051890268526076,0.5560132535730021,1.9900121623172513
E_ps_vs_control,mode_he,-3.77777250528291,0.314172975136406,-4.393551536550266,-3.161993474015554,-12.0244986178162,2.64186896616563e-33,0.022873585511783198,0.012356765692615856,0.04234125071073508
E_ps_vs_control,mode_de,-0.912405530235494,0.265748205705295,-1.4332720134178722,-0.3915390470531158,-3.43334596677322,0.0005961808429991,0.4015571035273735,0.2385271798723697,0.67601565356021
E_ps_vs_control,cn:ps,0.657883351074018,0.274941650358242,0.11899771637186374,1.1967689857761723,2.39281080264417,0.0167198603644664,1.9307013893599911,1.1263673460812527,3.309406889187022
