fit,term,estimate,se,z,p
A_he,(Intercept),-6.32178493867438,0.560886268995,-11.2710638290394,1.82353183178748e-29
A_he,dom1,-0.573608764144975,0.688656182741112,-0.832939249687407,0.404878992129457
A_he,dom2,0.685617998102156,0.636842437894768,1.07658968263583,0.281663615528982
A_he,dom3,0.423115849351781,0.636028131848161,0.665247067173424,0.50589248055904
A_he,dom4,2.04224708184127,0.607002662919902,3.3644779612948,0.0007668860870101
A_he,dom5,0.210566725005776,0.648999905782449,0.324448005507662,0.745598880474206
A_he,dom6,-0.655944360789135,0.696440380662264,-0.941852854892446,0.346267980209924
A_he,dom7,-0.131304395094484,0.664914719509563,-0.197475542715211,0.843455418676783
A_de,(Intercept),-3.36877328717317,0.341198751645189,-9.87334587518171,5.432177488470751e-23
A_de,dom1,-0.885543476854998,0.46307730093737,-1.91230162882626,0.0558375170379892
A_de,dom2,-0.0258120769089944,0.447253073710044,-0.057712463985722,0.953977665420452
A_de,dom3,0.777671376883492,0.440068654310694,1.76715921314961,0.0772015682206557
A_de,dom4,0.91659252108382,0.439986158176408,2.08323035634299,0.0372302313443852
A_de,dom5,-0.561407404214223,0.457483702437836,-1.22716372457117,0.219761060647081
A_de,dom6,-0.379923476143995,0.45630187555633,-0.832614320685811,0.405062279776558
A_de,dom7,-0.335631684574923,0.4518653712823,-0.742769209383029,0.457621420040626
A_pg,(Intercept),-2.35000551788459,0.305288370687407,-7.69765816035889,1.38582507646228e-14
A_pg,dom1,-0.175091709717511,0.484876760752998,-0.361105591956189,0.718020513130961
A_pg,dom2,0.372361366117511,0.478075325359405,0.778875935162684,0.436052801039122
A_pg,dom3,1.38044889428977,0.471828640023161,2.92574205377191,0.0034363573221278
A_pg,dom4,0.424384938017006,0.476604059000866,0.890435005750202,0.373232352864255
A_pg,dom5,0.446164265242354,0.476402220417712,0.936528517543758,0.349001136790367
A_pg,dom6,-0.585773822248724,0.485612630188085,-1.20625738671963,0.22771826293596
A_pg,dom7,-0.619949169865874,0.48508070310019,-1.27803304873546,0.201237773673674
