factor,bloc,mode,level,rate,lo,hi
context,all,he,Fiction,4.166666666666666,1.1363636363636362,8.333333333333332
context,all,he,Work,3.4722222222222223,1.1904761904761905,6.140350877192982
context,all,he,Government,8.506944444444443,2.2058823529411766,17.42483428030302
context,all,he,Interpersonal,1.7361111111111112,0.3787878787878788,3.4722222222222223
context,all,he,Diplomacy,1.909722222222222,0.5203125000000022,3.685897435897436
context,all,he,Academia,3.298611111111111,1.0964912280701753,6.25
context,all,he,Markets,0.5208333333333333,0.0,1.1363636363636362
context,all,he,Media,1.0416666666666665,0.18115942028985507,2.1739130434782608
context,all,de,Fiction,10.763888888888886,6.4655172413793105,15.740740740740739
context,all,de,Work,19.097222222222225,10.086473285486449,30.00000000000001
context,all,de,Government,16.493055555555554,10.339506172839506,23.214858058608055
context,all,de,Interpersonal,12.673611111111112,4.563041125541127,22.159280303030304
context,all,de,Diplomacy,7.638888888888891,3.7500000000000004,12.12200126262625
context,all,de,Academia,11.458333333333332,4.924242424242423,19.96527777777778
context,all,de,Markets,21.875,12.833333333333336,32.22258771929824
context,all,de,Media,16.319444444444446,8.499553571428574,25.320512820512825
context,all,pg,Fiction,14.409722222222223,9.722222222222225,19.444444444444446
context,all,pg,Work,25.17361111111111,14.102182539682543,36.97916666666667
context,all,pg,Government,35.24305555555556,20.43650793650794,50.83333333333332
context,all,pg,Interpersonal,21.354166666666664,10.095186781609202,34.029017857142854
context,all,pg,Diplomacy,28.993055555555557,19.906881313131315,38.40682641633728
context,all,pg,Academia,26.38888888888889,16.811755952380963,37.20310099846389
context,all,pg,Markets,15.972222222222223,7.427536231884058,25.834201388888882
context,all,pg,Media,21.52777777777778,10.416666666666668,34.210526315789465
context,all,control,Fiction,10.416666666666668,5.208333333333335,16.358024691358022
context,all,control,Work,28.993055555555554,17.78846153846154,40.800471230158706
context,all,control,Government,30.381944444444436,16.97503306878307,44.5016304347826
context,all,control,Interpersonal,17.013888888888886,8.729707792207792,26.50037878787879
context,all,control,Diplomacy,27.468297101449274,15.548698188784396,41.250400641025635
context,all,control,Academia,16.319444444444446,6.712962962962964,28.646227904040394
context,all,control,Markets,18.229166666666664,8.184237637362639,29.01284348864993
context,all,control,Media,13.368055555555555,6.798042560103963,20.833333333333336
context,US,he,Fiction,3.819444444444444,0.9803921568627451,7.291666666666667
context,US,he,Work,3.4722222222222223,1.2500000000000002,6.090277777777771
context,US,he,Government,6.597222222222221,1.2500000000000002,15.333333333333332
context,US,he,Interpersonal,2.083333333333333,0.32021604938271736,4.666666666666667
