fit,term,logodds,se,lo,hi,z,p,odds_ratio,or_lo,or_hi
A_he,(Intercept),-6.88824242560962,0.781406015274159,-8.419798215546972,-5.356686635672268,-8.81518991531292,1.1948235019994e-18,0.0010197044734178802,0.0002204591335679175,0.00471650775488557
A_he,x,0.482169215250778,0.336925557632531,-0.1782048777089828,1.1425433082105387,1.4310853075048,0.15240576759528,1.6195838203981392,0.8367709702065708,3.1347308220406935
A_de,(Intercept),-3.78457606690709,0.381696110509176,-4.532700443505075,-3.036451690309105,-9.91515491697974,3.5770111010686204e-23,0.02271849185606322,0.010751602739177383,0.04800492398526816
A_de,x,0.516210472674037,0.213698189461931,0.09736202132865218,0.9350589240194218,2.41560527009517,0.0157090808382774,1.675665622109525,1.1022593427907752,2.5473635542163633
A_pg,(Intercept),-3.73236552313772,0.376258338221269,-4.469831866051408,-2.994899180224033,-9.91968853310249,3.41821163189458e-23,0.023936147303850314,0.011449240694731733,0.05004167202242969
A_pg,x,1.38062521430998,0.221301067319152,0.946875122364442,1.814375306255518,6.23867399753156,4.41295580988921e-10,3.97738756991543,2.5776422444363347,6.137241083576794
A_control,(Intercept),-2.71986805344353,0.396001978600606,-3.496031931500718,-1.9437041753863422,-6.8683193529866,6.49626671918468e-12,0.06588344694686929,0.030317446760473633,0.14317262980271922
A_control,x,-0.135735316753538,0.260929985880197,-0.6471580890787241,0.37568745557164807,-0.520198229788198,0.602925419021503,0.8730736898874991,0.5235314944941805,1.4559920004626314
B_power_shifting,(Intercept),-3.18966039356677,0.326370831229371,-3.8293472227763368,-2.549973564357203,-9.77311722849736,1.46862442442585e-22,0.04118585554580357,0.021723791798902967,0.07808373016746824
B_power_shifting,x,0.859744400113469,0.143578733184725,0.578330083071408,1.14115871715553,5.98796479843114,2.1248303486877202e-09,2.362556747288235,1.7830583838473522,3.1303935051826173
B_power_shifting,modede,-0.878431355949068,0.242603057349144,-1.3539333483533902,-0.40292936354474573,-3.62085855614288,0.0002936270161002,0.41543406901193297,0.25822258114959545,0.6683593081885739
B_power_shifting,modehe,-3.6106138396897,0.289402122342528,-4.177841999481055,-3.043385679898345,-12.4761138946185,1.00786834093915e-35,0.02703524646457815,0.015331557401948375,0.04767320972281654
E_ps_vs_control,(Intercept),-2.58183087895736,0.354226265451385,-3.2761143592420745,-1.8875473986726452,-7.28864889696244,3.13078760208421e-13,0.07563539791758456,0.03777475112330192,0.15144278249453366
E_ps_vs_control,x,-0.128735659020347,0.226229133502588,-0.5721447606854195,0.31467344264472547,-0.569049870046354,0.569322296864883,0.879206345097091,0.5643138217506616,1.369811915754443
E_ps_vs_control,ps,-0.688303911337984,0.397406791601887,-1.4672212228776824,0.0906134002017146,-1.73198829482389,0.0832756465419597,0.5024275084041284,0.23056528538418408,1.094845656320544
E_ps_vs_control,mode_he,-3.73792052875635,0.308913304901939,-4.34339060636415,-3.1324504511485496,-12.1002251098991,1.0532196371044799e-33,0.02380355050005758,0.012992401318667225,0.04361080007547943
E_ps_vs_control,mode_de,-0.893840329048574,0.25922731348726,-1.4019258634836036,-0.38575479461354434,-3.44809471279924,0.000564556031235,0.409081723865014,0.24612250886807835,0.6799372295122752
E_ps_vs_control,x:ps,1.01107712551922,0.271442902875719,0.47904903588281067,1.543105215155629,3.72482431777613,0.0001954512900795,2.7485599652300987,1.6145383039286267,4.679097339520069
F_he_vs_control,(Intercept),-2.71699901118633,0.40134860911937,-3.503642285060295,-1.930355737312365,-6.76967341969343,1.29073415473156e-11,0.06607274075633292,0.03008759600372882,0.14509657303669385
F_he_vs_control,x,-0.138536789903873,0.267077232296034,-0.6620081652040996,0.3849345853963536,-0.518714338593698,0.603959961198468,0.8706312202410091,0.5158144530891123,1.4695181903470171
F_he_vs_control,ps,-4.2430956356035,0.587859943536616,-5.395301124935267,-3.0908901462717324,-7.21786827331129,5.28088319162955e-13,0.014363060151349485,0.0045378537321309675,0.04546146903117712
F_he_vs_control,x:ps,0.636176430766442,0.423875322389888,-0.19461920111773845,1.4669720626506226,1.50085743887981,0.133392438491685,1.8892433986843944,0.8231480522403827,4.3360858472033925
F_de_vs_control,(Intercept),-2.60027429488547,0.362031297816096,-3.3098556386050184,-1.8906929511659218,-7.18245718138532,6.84695092405663e-13,0.0742532081455347,0.0365214456600436,0.15096715971285338
F_de_vs_control,x,-0.128200704242243,0.23110265067153,-0.5811618995584418,0.32476049107395577,-0.554734893216162,0.579076005646448,0.8796768065589239,0.5592481986885464,1.383699197981082
F_de_vs_control,ps,-1.35619628213507,0.460542152376519,-2.2588589007930473,-0.4535336634770927,-2.94478209027498,0.0032318218968272,0.25763890121112376,0.10446962697378163,0.6353789645858866
F_de_vs_control,x:ps,0.65931701462987,0.335415810301313,0.0019020264392964892,1.3167320028204434,1.96567065230941,0.0493366669780265,1.9334713507010162,1.0019038364389583,3.731207854506874
F_pg_vs_control,(Intercept),-2.62490605590166,0.367860766442934,-3.3459131581298105,-1.9038989536735094,-7.13559665871261,9.63682106480776e-13,0.07244656264157834,0.03522803170201252,0.14898659348828439
F_pg_vs_control,x,-0.129195491076568,0.234509025558367,-0.5888331811709673,0.33044219901783134,-0.550919056394325,0.581689163472764,0.878802150773458,0.554974461743516,1.3915833492190035
