bloc,condition,mode,rate,lo,hi
all,d1_english,he,3.0815972222222223,1.996527777777778,4.448784722222221
all,d1_english,de,14.541293993600931,11.783340036903727,17.384099603454807
all,d1_english,pg,23.632812499999996,19.900173611111107,27.625868055555554
all,d1_english,control,20.272278577661428,16.57986111111111,24.17975100750895
all,us_ally,he,6.100021815008725,4.644546020578824,7.792534303622821
all,us_ally,de,19.94687136416521,17.059788462587257,22.829940644997095
all,us_ally,pg,28.70202850877192,24.94539816337719,32.59566506235456
all,us_ally,control,22.76748382053519,19.056307718877257,26.632344954370264
all,ally_us,he,5.902777777777779,4.448784722222221,7.573784722222222
all,ally_us,de,18.19178574025597,15.522354912251998,20.882340409576788
all,ally_us,pg,27.268366228070175,23.478488214262256,31.117414847883595
all,ally_us,control,22.577170593368233,18.944920511561957,26.345703124999996
all,us_rival,he,7.422329479348458,5.707686836460151,9.332281781740836
all,us_rival,de,24.206414473684212,21.04765126536726,27.315321180555546
all,us_rival,pg,32.43375365497076,28.694451261634672,36.32093752538174
all,us_rival,control,24.334983093368237,20.553320085260328,28.2770602685064
all,rival_us,he,9.093790903141361,7.292575625363584,11.092974950396819
all,rival_us,de,21.617310209424087,18.665458319698956,24.48312733458865
all,rival_us,pg,30.900366512345677,27.209063602292776,34.726922940802424
all,rival_us,control,25.155091077661428,21.47058772872575,29.123505015432084
all,us_neutral,he,6.663235347585807,5.078911817372019,8.443090095986038
all,us_neutral,de,21.097613074461904,18.144687477276033,24.066840277777775
all,us_neutral,pg,30.568576388888886,26.741780740983135,34.521084431274936
all,us_neutral,control,22.854516615764982,19.254328855994153,26.590980217470754
all,neutral_us,he,6.402591441244911,4.882298519736843,8.205415067616958
all,neutral_us,de,17.819112674520074,15.108027229532162,20.616319444444446
all,neutral_us,pg,27.658534356725145,23.855280141070388,31.50288971125731
all,neutral_us,control,21.818985420302504,18.346912010166943,25.441916881467954
all,cn_ally,he,9.549292830133798,7.790798611111113,11.480832901577953
all,cn_ally,de,28.545321637426902,25.37194709877398,31.667853993964517
all,cn_ally,pg,36.79801717836257,33.13802083333333,40.532542188526136
all,cn_ally,control,27.80300138161722,23.851697509222326,31.82222798095396
all,ally_cn,he,10.070467022978475,8.008377758689647,12.26858008274231
all,ally_cn,de,26.508418761022927,23.27308504481876,29.67001181891971
all,ally_cn,pg,33.95513523391813,30.105365355948226,37.81154843386417
all,ally_cn,control,27.65711351076207,23.711024209875696,31.752665521378702
all,cn_rival,he,8.095413394415358,6.532339614237929,9.830729166666668
all,cn_rival,de,24.54427083333333,21.571180555555554,27.56076388888889
all,cn_rival,pg,31.804641812865498,27.9830378739169,35.67401758156967
all,cn_rival,control,25.48617928301338,21.682134901191407,29.38766861183828
all,rival_cn,he,7.248263888888888,5.577256944444445,9.09342447916666
all,rival_cn,de,24.877558479532162,21.68534367489131,27.998453065917683
all,rival_cn,pg,32.45979532163742,28.652590873145723,36.31636358845638
all,rival_cn,control,25.133616928446774,21.27581429173073,29.145064695135254
all,cn_neutral,he,8.616928446771379,6.92388523391813,10.48180207878854
all,cn_neutral,de,25.050027412280702,22.05099712769053,28.063193649105582
all,cn_neutral,pg,33.78335160818713,30.039941734322507,37.67379315336193
all,cn_neutral,control,24.850930773705645,21.09375,28.75775171338714
all,neutral_cn,he,7.552083333333333,5.750868055555555,9.50575086805555
all,neutral_cn,de,23.615542284758583,20.486111111111107,26.741749495527916
all,neutral_cn,pg,31.170238874345547,27.305996968622743,35.137658055729595
all,neutral_cn,control,25.404373000290864,21.571403280336256,29.374353582113866
all,us_cn,he,7.118055555555556,5.512152777777777,8.897569444444446
all,us_cn,de,23.940835878417683,20.792441553955797,27.105142661067482
all,us_cn,pg,32.320071625945324,28.47184727675975,36.180099994113405
all,us_cn,control,25.221331442699245,21.339592470760234,29.23711380617365
all,cn_us,he,8.246527777777775,6.662326388888888,10.069444444444443
all,cn_us,de,23.00608547847586,20.16059027777778,25.868198327850884
all,cn_us,pg,30.871253654970758,27.116673519736846,34.58332762244151
all,cn_us,control,25.593436409249566,21.862588587593,29.557291666666668
all,allyus_allycn,he,7.9867928301337985,6.185581140350879,9.960937499999998
all,allyus_allycn,de,24.964820906432745,21.712050126763668,28.115254407476375
all,allyus_allycn,pg,33.30295138888889,29.39520426813516,37.231027562290876
all,allyus_allycn,control,25.068171902268766,21.201794362207604,29.08322219519266
all,allycn_allyus,he,8.680555555555557,7.009548611111111,10.56857638888889
all,allycn_allyus,de,22.507635253054104,19.509548611111114,25.48599118238304
all,allycn_allyus,pg,31.959064327485383,28.225784921714737,35.83121383598337
all,allycn_allyus,control,25.93668193717278,22.181035031268177,29.86111111111111
all,neutralA_neutralB,he,6.641420338859801,5.101197002923977,8.376736111111112
all,neutralA_neutralB,de,22.903188961988306,19.841407996157493,25.87330517177569
all,neutralA_neutralB,pg,31.113395467836263,27.34300187317251,35.07937548300518
all,neutralA_neutralB,control,23.700870782431647,20.035835846125728,27.521559364092486
all,neutralB_neutralA,he,7.0759025959860375,5.468328028549385,8.89927658249709
all,neutralB_neutralA,de,22.768392779232116,19.72949957278941,25.790023561507937
all,neutralB_neutralA,pg,31.048748172514635,27.1408934119152,35.012633927888
all,neutralB_neutralA,control,23.245141615764982,19.577024591877542,27.018771701388882
US,d1_english,he,2.690972222222222,1.6927083333333333,4.036458333333334
US,d1_english,de,11.981893542757415,9.551099385543921,14.496527777777777
US,d1_english,pg,21.657986111111114,18.359375,25.04340277777778
US,d1_english,control,20.101848821989527,16.50810729079644,23.921753426774284
US,us_ally,he,6.424520069808028,4.905891573551935,8.161312899941827
US,us_ally,de,18.235756617219316,15.759741764834207,20.703301110747525
