bloc,factor,level,mode,estimate,lo,hi,p_boot,n_draws,q
all,domain,Rank,he,-1.6927083333333333,-3.4278994942632846,0.0,0.05078984203159368,5000,0.19246676980393396
all,domain,Wealth,he,2.1267361111111103,-1.562577504960318,6.570442708333333,0.30353929214157166,5000,0.5372882870234464
all,domain,Health,he,-0.4774305555555559,-2.4996273498877652,1.3922427398989896,0.6162767446510697,5000,0.7740282451984181
all,domain,Legal,he,5.946180555555556,0.680437184343435,13.955078124999979,0.01919616076784643,5000,0.09214157168566285
all,domain,Physical,he,-0.13020833333333287,-2.441176835317462,2.4152422070801967,0.8974205158968206,5000,0.9599491866332616
all,domain,Epistemic,he,-2.0399305555555554,-3.5949784873188397,-0.6510416666666667,0.004399120175964807,5000,0.041591681663667265
all,domain,Status,he,-0.9982638888888888,-2.923642113095239,0.9985739087301542,0.3103379324135173,5000,0.5372882870234464
all,domain,Attentional,he,-2.734375,-4.166666666666666,-1.5263152928743962,0.0003999200159968006,5000,0.007198560287942411
all,domain,Rank,de,-6.555182882489814,-11.132849426447065,-1.4067925347222274,0.017196560687862426,5000,0.09214157168566285
all,domain,Wealth,de,-1.1732384380453709,-7.165251379118567,5.372668866741915,0.7002599480103979,5000,0.8403119376124776
all,domain,Health,de,6.292039339732411,-2.7245255961916475,16.52310982636974,0.1819636072785443,5000,0.3639272145570886
all,domain,Legal,de,8.05079537837975,-0.9578873532566932,18.294391396604933,0.08118376324735053,5000,0.26569231608223814
all,domain,Physical,de,-4.298238438045369,-9.377108164432276,1.3436232626151448,0.12837432513497302,5000,0.32825434913017393
all,domain,Epistemic,de,-1.6940717713787024,-8.568036815894677,6.185709827115155,0.6306738652269546,5000,0.7740282451984181
all,domain,Status,de,-3.7774051047120367,-8.919307759780395,1.7502425887522304,0.17596480703859227,5000,0.3639272145570886
all,domain,Attentional,de,3.1670393397324084,-4.5226538387345645,11.89248484710039,0.4539092181563687,5000,0.6408130138678146
all,domain,Rank,pg,0.4991319444444503,-9.922005208333328,11.700151188192661,0.9422115576884623,5000,0.9831772775879607
all,domain,Wealth,pg,3.9713541666666687,-6.662326388888889,15.313492063492056,0.49870025994801037,5000,0.6774795984199385
all,domain,Health,pg,12.651909722222227,1.2976864432367208,26.07862285539213,0.026394721055788842,5000,0.11178940682451743
all,domain,Legal,pg,4.144965277777779,-6.120411706349206,15.872034143518492,0.4787042591481704,5000,0.6628212818974666
all,domain,Physical,pg,4.492187500000005,-6.467161852904043,15.907759232954533,0.42551489702059586,5000,0.612741451709658
all,domain,Epistemic,pg,-5.750868055555555,-13.953993055555552,3.8153935185185275,0.21795640871825636,5000,0.4241313899382286
all,domain,Status,pg,-6.792534722222218,-14.90925517059179,1.6972231657608714,0.10597880423915217,5000,0.29347976558534444
all,domain,Attentional,pg,-13.216145833333332,-19.28029598439755,-6.57960069444445,0.0003999200159968006,5000,0.007198560287942411
US,domain,Rank,he,-0.9548611111111115,-2.9079861111111116,1.3168092757936467,0.34953009398120377,5000,0.5372882870234464
US,domain,Wealth,he,0.4340277777777776,-2.05735844017094,3.2554253472222183,0.8086382723455309,5000,0.8957223939827419
US,domain,Health,he,-0.9548611111111115,-2.906293402777778,0.9896132662835243,0.3127374525094981,5000,0.5372882870234464
US,domain,Legal,he,6.336805555555555,1.0501302083333333,14.366638582516334,0.01199760047990402,5000,0.0785297485957354
US,domain,Physical,he,-0.6076388888888892,-2.5484561011904763,1.38666164108187,0.5474905018996201,5000,0.7299873358661602
US,domain,Epistemic,he,-2.34375,-3.75021701388889,-1.113362394323672,0.0003999200159968006,5000,0.007198560287942411
US,domain,Status,he,0.08680555555555525,-2.387152777777778,2.96882995248538,0.9722055588882224,5000,0.9966006798640272
US,domain,Attentional,he,-1.996527777777778,-3.498931623931624,-0.5406476449275394,0.004799040191961607,5000,0.041591681663667265
US,domain,Rank,de,-5.384671320535193,-9.291948137827855,-1.0144374779252918,0.01919616076784643,5000,0.09214157168566285
US,domain,Wealth,de,-1.2180046538685263,-6.039289327646249,3.74644954784057,0.6174765046990602,5000,0.7740282451984181
US,domain,Health,de,7.462550901687026,-1.3291224198558131,17.202690972222214,0.09158168366326734,5000,0.28669048798935864
US,domain,Legal,de,8.89672964564838,-0.30356491814699543,19.172670839916208,0.05678864227154569,5000,0.20443911217756447
US,domain,Physical,de,-3.6485602094240828,-8.015227103330425,1.1949132757723255,0.13277344531093782,5000,0.32825434913017393
US,domain,Epistemic,de,-3.6485602094240828,-8.219748408495956,1.4719232694508004,0.15476904619076184,5000,0.3594635911527372
US,domain,Status,de,-3.6485602094240828,-7.99757571147546,0.7461773893954743,0.10597880423915217,5000,0.29347976558534444
US,domain,Attentional,de,1.2125509016870288,-4.864395681202351,8.164336921806589,0.7410517896420716,5000,0.8469163310195104
US,domain,Rank,pg,1.605902777777779,-7.725922880116961,11.622973378305359,0.730253949210158,5000,0.8469163310195104
US,domain,Wealth,pg,2.6475694444444504,-6.777033730158733,12.58702256944444,0.6206758648270346,5000,0.7740282451984181
US,domain,Health,pg,8.89756944444445,-1.7798098169191952,21.769184027777765,0.10117976404719056,5000,0.29347976558534444
US,domain,Legal,pg,1.9531250000000056,-7.393180941358021,12.804312657828278,0.7378524295140971,5000,0.8469163310195104
US,domain,Physical,pg,2.3003472222222268,-6.882590485791094,11.769024884259222,0.6342731453709258,5000,0.7740282451984181
US,domain,Epistemic,pg,-3.9496527777777732,-11.241939484126988,4.357052701947631,0.32313537292541494,5000,0.5372882870234464
US,domain,Status,pg,-3.2552083333333313,-10.9375,4.731737446581183,0.40431913617276544,5000,0.6064787042591482
US,domain,Attentional,pg,-10.199652777777775,-15.57268823099415,-4.561386928763443,0.0007998400319936012,5000,0.011517696460707858
CN,domain,Rank,he,-2.430555555555556,-4.195601851851852,-0.737847222222222,0.005198960207958408,5000,0.041591681663667265
CN,domain,Wealth,he,3.8194444444444446,-1.3022806186868692,10.00608582427536,0.1739652069586083,5000,0.3639272145570886
CN,domain,Health,he,0.0,-2.393501984126985,2.372829861111109,0.9858028394321136,5000,0.9966006798640272
CN,domain,Legal,he,5.555555555555556,-0.42007688492063455,14.06271701388889,0.08078384323135374,5000,0.26569231608223814
CN,domain,Physical,he,0.34722222222222165,-2.7207830774853803,3.8132868089764633,0.8622275544891022,5000,0.9406118776244751
CN,domain,Epistemic,he,-1.7361111111111116,-3.8746843434343425,0.4146995407706051,0.11197760447910418,5000,0.2986069452776111
CN,domain,Status,he,-2.0833333333333335,-3.9329594017094007,-0.30048076923076883,0.02439512097580484,5000,0.10977804439112178
CN,domain,Attentional,he,-3.4722222222222223,-5.078125,-2.1267361111111107,0.0003999200159968006,5000,0.007198560287942411
CN,domain,Rank,de,-7.725694444444445,-13.383510163576299,-1.260520455917871,0.01879624075184963,5000,0.09214157168566285
CN,domain,Wealth,de,-1.1284722222222237,-8.96926699410711,7.434031103661129,0.7654469106178764,5000,0.8611277744451109
CN,domain,Health,de,5.121527777777776,-5.012596450617285,16.267361111111107,0.33633273345330933,5000,0.5372882870234464
CN,domain,Legal,de,7.204861111111113,-2.1560329861111085,17.38637772817459,0.1367726454709058,5000,0.32825434913017393
CN,domain,Physical,de,-4.947916666666667,-11.54513888888889,2.4741994598765404,0.1775644871025795,5000,0.3639272145570886
CN,domain,Epistemic,de,0.26041666666666297,-9.635894097222222,11.600419061302661,0.9966006798640272,5000,0.9966006798640272
CN,domain,Status,de,-3.90625,-10.416666666666664,3.4087742141812734,0.26914617076584685,5000,0.5099611656616045
CN,domain,Attentional,de,5.121527777777773,-4.960165387426901,16.465126811594192,0.35072985402919415,5000,0.5372882870234464
CN,domain,Rank,pg,-0.6076388888888923,-12.847806490384611,12.630772569444437,0.906618676264747,5000,0.9599491866332616
CN,domain,Wealth,pg,5.295138888888889,-6.832450191250741,18.434944897342984,0.42551489702059586,5000,0.612741451709658
CN,domain,Health,pg,16.40625,4.119925213675216,30.90990823412697,0.008398320335932814,5000,0.06046790641871626
CN,domain,Legal,pg,6.336805555555553,-5.779265873015869,20.052703373015866,0.32793441311737653,5000,0.5372882870234464
CN,domain,Physical,pg,6.684027777777779,-6.783285796957668,20.877153445512818,0.33353329334133175,5000,0.5372882870234464
CN,domain,Epistemic,pg,-7.552083333333334,-17.048972800925924,3.719058388157893,0.16716656668666266,5000,0.3639272145570886
CN,domain,Status,pg,-10.329861111111112,-19.358072916666664,-0.6340256920607659,0.04039192161567687,5000,0.16156768646270747
CN,domain,Attentional,pg,-16.23263888888889,-23.259065344887954,-8.258813564068108,0.0011997600479904018,5000,0.01439712057588482
