mode,country,quantity,estimate,se,z,p,q_bh,p_holm,n_family,OR,OR_lo,OR_hi,sd_model_slope,sd_model,sd_prompt,singular,optimizer,variant,formula_used,messages,nobs,seconds,lme4_version,r_version
he,usa,direccion (24 modelos),-0.292602403347283,0.0888488986554922,-3.29325864220148,0.0009903332756128,0.0079226662049024,0.0079226662049024,8,0.7463188155777769,0.6270391847348903,0.8882886238136931,0.250145710951856,1.1897446620105,1.96067538016583,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18430,7.2,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
he,usa,"direccion, modelos US",-0.395194043516913,0.134326154450725,-2.94204836826384,0.0032604899611383,0.0521678393782128,0.0521678393782128,16,0.6735493286869564,0.51764101084234,0.8764156793458261,0.250145710951856,1.1897446620105,1.96067538016583,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18430,7.2,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
he,usa,"direccion, modelos CN",-0.190010763177653,0.116250683950494,-1.63449157218352,0.102155674437096,0.3268981581987072,1.0,16,0.8269502332831917,0.6584530203864034,1.038565648807898,0.250145710951856,1.1897446620105,1.96067538016583,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18430,7.2,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
he,usa,direccion x origen (CN - US),0.20518328033926,0.177592137798326,1.15536241008747,0.247942048440469,0.692758295283334,1.0,8,1.2277500667921102,0.8668430806616906,1.73891937322428,0.250145710951856,1.1897446620105,1.96067538016583,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18430,7.2,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
he,china,direccion (24 modelos),0.155173927606547,0.108367308199183,1.43192564422964,0.152165102242963,0.304330204485926,0.760825511214815,8,1.1678610667218905,0.9443806185675426,1.444226453136644,0.377181034275223,1.21463961313297,2.0401575378421,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18431,6.78,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
he,china,"direccion, modelos US",0.279240924950319,0.161142750270416,1.73287922963783,0.0831171367124035,0.3268981581987072,1.0,16,1.3221258386033157,0.9640627765593315,1.8131772905298371,0.377181034275223,1.21463961313297,2.0401575378421,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18431,6.78,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
he,china,"direccion, modelos CN",0.0311069302627755,0.144928905176641,0.214635791423815,0.830051286683757,0.9040501714858495,1.0,16,1.031595806799757,0.7765038145733492,1.370488964296411,0.377181034275223,1.21463961313297,2.0401575378421,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18431,6.78,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
he,china,direccion x origen (CN - US),-0.248133994687543,0.216722987002949,-1.14493620690161,0.252235584150147,0.692758295283334,1.0,8,0.7802553861964668,0.5102211349937203,1.1932051142806748,0.377181034275223,1.21463961313297,2.0401575378421,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18431,6.78,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
de,usa,direccion (24 modelos),0.201332033091553,0.0903275096508902,2.22891158927871,0.0258197878618953,0.0688527676317208,0.15491872717137178,8,1.223030791108314,1.0245875221414833,1.4599087766291141,0.366101675669086,1.48785721840106,1.85938140164562,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18427,8.98,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
de,usa,"direccion, modelos US",0.291051918521103,0.132619600267976,2.19463727784575,0.0281896272637327,0.15034467873990773,0.3946547816922578,16,1.3378340405118432,1.0316067126129347,1.7349634294438607,0.366101675669086,1.48785721840106,1.85938140164562,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18427,8.98,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
de,usa,"direccion, modelos CN",0.111612147662004,0.122653570488292,0.90997878999909,0.362833695538768,0.60038401788688,1.0,16,1.1180791269347194,0.8791595800587902,1.4219272159936072,0.366101675669086,1.48785721840106,1.85938140164562,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18427,8.98,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
de,usa,direccion x origen (CN - US),-0.179439770859098,0.18063077660964,-0.993406407407993,0.320511940329279,0.692758295283334,1.0,8,0.8357382852262852,0.586562476060811,1.1907657068069253,0.366101675669086,1.48785721840106,1.85938140164562,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18427,8.98,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
de,china,direccion (24 modelos),-0.059636965094657,0.100616063392886,-0.592718131515304,0.553369805058399,0.595756891310973,1.0,8,0.9421064890496832,0.7734885210545742,1.1474826226243349,0.424689078348958,1.56771416117096,1.93279429908088,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18428,9.09,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
de,china,"direccion, modelos US",-0.0282946713219642,0.147177082818549,-0.192249165291909,0.847547035767984,0.9040501714858495,1.0,16,0.9721018740484111,0.7285042979445343,1.2971537109591365,0.424689078348958,1.56771416117096,1.93279429908088,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18428,9.09,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
de,china,"direccion, modelos CN",-0.0909792588673499,0.137230289145742,-0.662967770699133,0.507351195726315,0.6244322408939262,1.0,16,0.9130366481171085,0.6977107742763287,1.1948158915412743,0.424689078348958,1.56771416117096,1.93279429908088,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18428,9.09,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
de,china,direccion x origen (CN - US),-0.0626845875453857,0.201226546661415,-0.311512514553357,0.755411030613576,0.972309146453093,1.0,8,0.939239674865228,0.6331242307393028,1.3933618775115002,0.424689078348958,1.56771416117096,1.93279429908088,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18428,9.09,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
pg,usa,direccion (24 modelos),0.133344239421781,0.0530730684941876,2.51246523340523,0.0119890917692026,0.0479563670768104,0.0839236423844182,8,1.1426432734963732,1.0297551187343064,1.267906929242837,0.140145081179087,1.49123750754282,2.16785695807901,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18424,7.68,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
pg,usa,"direccion, modelos US",0.183305173869499,0.0783584344518354,2.33931643928097,0.0193190625240632,0.15034467873990773,0.28978593786094803,16,1.2011809211825613,1.0301687691306263,1.4005817771301836,0.140145081179087,1.49123750754282,2.16785695807901,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18424,7.68,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
pg,usa,"direccion, modelos CN",0.0833833049740632,0.071579849333477,1.16489914061702,0.24405982141297,0.60038401788688,1.0,16,1.0869583652570114,0.9446760639551793,1.2506705027071061,0.140145081179087,1.49123750754282,2.16785695807901,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18424,7.68,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
pg,usa,direccion x origen (CN - US),-0.0999218688954355,0.106115200433947,-0.941635774015554,0.346379147641667,0.692758295283334,1.0,8,0.9049081167447302,0.7349831819395626,1.1141189620007232,0.140145081179087,1.49123750754282,2.16785695807901,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18424,7.68,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
pg,china,direccion (24 modelos),-0.0874693799869329,0.0812328904787566,-1.07677296069881,0.281581707928968,0.37544227723862394,0.913699225746384,8,0.9162469267142209,0.7813861310825094,1.0743835823528434,0.326674983587305,1.52204390992832,2.195850035043,False,bobyqa,1,refuse ~ toward * origin_c + dyad + ((1 | model) + (0 + toward |     model)) + (1 | prompt_id),,18425,7.34,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
