mode,country,quantity,OR_rivalidad,OR_lo_rivalidad,OR_hi_rivalidad,p_rivalidad,q_bh_rivalidad,OR_4diadas,OR_lo_4diadas,OR_hi_4diadas,p_4diadas,q_bh_4diadas
he,usa,direccion (24 modelos),0.7463188155777769,0.6270391847348903,0.8882886238136931,0.0009903332756128,0.0079226662049024,0.8741413725264001,0.7882728170731456,0.969363807316768,0.0107779032138438,0.0287410752369168
he,usa,"direccion, modelos US",0.6735493286869564,0.51764101084234,0.8764156793458261,0.0032604899611383,0.0521678393782128,0.8682560116698703,0.7443084400419515,1.0128442205470352,0.0722401288947949,0.192640343719453
he,usa,"direccion, modelos CN",0.8269502332831917,0.6584530203864034,1.038565648807898,0.102155674437096,0.3268981581987072,0.8800666265388033,0.7666653973190906,1.0102415862979546,0.0694894655556079,0.192640343719453
he,usa,direccion x origen (CN - US),1.2277500667921102,0.8668430806616906,1.73891937322428,0.247942048440469,0.692758295283334,1.013602687122452,0.8242850411752334,1.246401858605904,0.898081695211321,0.898081695211321
he,china,direccion (24 modelos),1.1678610667218905,0.9443806185675426,1.444226453136644,0.152165102242963,0.304330204485926,1.0455186152439129,0.8804366163215603,1.2415535139696132,0.611675471793561,0.815567295724748
he,china,"direccion, modelos US",1.3221258386033157,0.9640627765593315,1.8131772905298371,0.0831171367124035,0.3268981581987072,1.152588142071596,0.8944110544721636,1.4852895864844198,0.272399146943983,0.6226266215862468
he,china,"direccion, modelos CN",1.031595806799757,0.7765038145733492,1.370488964296411,0.830051286683757,0.9040501714858495,0.9483952983039176,0.7520342661776109,1.196027471482994,0.654411081209317,0.8054290230268517
he,china,direccion x origen (CN - US),0.7802553861964668,0.5102211349937203,1.1932051142806748,0.252235584150147,0.692758295283334,0.8228397149734044,0.5835064573557835,1.1603388240221029,0.266154430010778,0.609936949989062
de,usa,direccion (24 modelos),1.223030791108314,1.0245875221414833,1.4599087766291141,0.0258197878618953,0.0688527676317208,1.2630410791218,1.1385604851030735,1.401131330677387,1.02761981442669e-05,8.22095851541352e-05
de,usa,"direccion, modelos US",1.3378340405118432,1.0316067126129347,1.7349634294438607,0.0281896272637327,0.15034467873990773,1.36351746276983,1.1686687841665322,1.5908526833838543,8.10965401402504e-05,0.001297544642244
de,usa,"direccion, modelos CN",1.1180791269347194,0.8791595800587902,1.4219272159936072,0.362833695538768,0.60038401788688,1.1699687104179408,1.018337836978916,1.3441774759326364,0.0266508566898898,0.1066034267595592
de,usa,direccion x origen (CN - US),0.8357382852262852,0.586562476060811,1.1907657068069253,0.320511940329279,0.692758295283334,0.8580518712545736,0.697311793125615,1.0558447756394755,0.148026786405467,0.609936949989062
de,china,direccion (24 modelos),0.9421064890496832,0.7734885210545742,1.1474826226243349,0.553369805058399,0.595756891310973,1.0604180676769368,0.8854412074301973,1.2699730584250408,0.523734216418735,0.815567295724748
de,china,"direccion, modelos US",0.9721018740484111,0.7285042979445343,1.2971537109591365,0.847547035767984,0.9040501714858495,1.1291188163597954,0.8702093707617429,1.4650604145319028,0.360801483753617,0.6414248600064302
de,china,"direccion, modelos CN",0.9130366481171085,0.6977107742763287,1.1948158915412743,0.507351195726315,0.6244322408939262,0.995897386495567,0.7760080538162829,1.2780944727971968,0.974234677116804,0.974234677116804
de,china,direccion x origen (CN - US),0.939239674865228,0.6331242307393028,1.3933618775115002,0.755411030613576,0.972309146453093,0.8820129219936961,0.6149494425367494,1.2650581344617895,0.495062688191723,0.7921003011067568
pg,usa,direccion (24 modelos),1.1426432734963732,1.0297551187343064,1.267906929242837,0.0119890917692026,0.0479563670768104,1.1855438025137128,1.09436902848171,1.2843145877662818,3.06330537727317e-05,0.0001225322150909
pg,usa,"direccion, modelos US",1.2011809211825613,1.0301687691306263,1.4005817771301836,0.0193190625240632,0.15034467873990773,1.236227799728835,1.0989511089274953,1.3906525598885626,0.0004137506172696,0.0033100049381568
pg,usa,"direccion, modelos CN",1.0869583652570114,0.9446760639551793,1.2506705027071061,0.24405982141297,0.60038401788688,1.1369377941403462,1.0201530381963282,1.2670917983346242,0.020296850204547,0.1066034267595592
pg,usa,direccion x origen (CN - US),0.9049081167447302,0.7349831819395626,1.1141189620007232,0.346379147641667,0.692758295283334,0.9196830829962992,0.7837256514853372,1.07922583820826,0.304968474994531,0.609936949989062
pg,china,direccion (24 modelos),0.9162469267142209,0.7813861310825094,1.0743835823528434,0.281581707928968,0.37544227723862394,1.0798932263802357,0.9486648240126276,1.22927439793677,0.244925455143099,0.489850910286198
pg,china,"direccion, modelos US",0.9136671581184427,0.7249777682568563,1.1514665861153275,0.444265334382765,0.60038401788688,1.1006739305107234,0.9127571566641652,1.327278666029316,0.315246034429816,0.630492068859632
pg,china,"direccion, modelos CN",0.9188339793695701,0.7382559887250942,1.1435814873673809,0.448308656743325,0.60038401788688,1.0595048615722196,0.8857189546855138,1.2673891032328024,0.527153802224027,0.7028717362987026
pg,china,direccion x origen (CN - US),1.0056550366347496,0.7314194972894907,1.3827113666735595,0.972309146453093,0.972309146453093,0.9625964894804032,0.7428648953230073,1.2473223696444855,0.773079389105073,0.8835193018343691
control,usa,direccion (24 modelos),0.9389081775262689,0.8473676675354856,1.0403377419268627,0.228424806436596,0.3654796902985536,1.0013124510535354,0.9342923624310036,1.0731401271717895,0.970399243954872,0.970399243954872
control,usa,"direccion, modelos US",0.9440776909421527,0.8130580668914713,1.096210372701015,0.45028801341516,0.60038401788688,1.0131455507030531,0.9161281812565976,1.120436995510229,0.79926498993315,0.8852127626926964
control,usa,"direccion, modelos CN",0.9337669709639559,0.8112941184633011,1.0747283090314212,0.339411653291256,0.60038401788688,0.989617556864446,0.899740674146742,1.088472419881543,0.829886965024403,0.8852127626926964
control,usa,direccion x origen (CN - US),0.9890785259760698,0.8056307484023059,1.2142986504513051,0.916440491331229,0.972309146453093,0.9767772815837958,0.850396966715047,1.1219393943792488,0.739600600208646,0.8835193018343691
control,china,direccion (24 modelos),1.0344308562252127,0.9128223474164812,1.1722403590789945,0.595756891310973,0.595756891310973,1.0050408451284891,0.902636531345218,1.119062950921346,0.926930225172279,0.970399243954872
control,china,"direccion, modelos US",1.075203386239392,0.8967404970434847,1.2891826850601074,0.433608077982385,0.60038401788688,1.0658530012111158,0.9124486996347476,1.245048209993065,0.421177150445441,0.6738834407127057
control,china,"direccion, modelos CN",0.9952044515534875,0.837845290352231,1.1821178823783796,0.956344100475863,0.956344100475863,0.9476983216530006,0.8169347250256878,1.099392743815209,0.478244523574218,0.6956283979261353
control,china,direccion x origen (CN - US),0.9255964632275695,0.7207614976549562,1.1886439765814454,0.54461470701497,0.871383531223952,0.8891454267860036,0.7171829508800905,1.1023401894932183,0.283961722518118,0.609936949989062
