target,model,metric,d1,d3,delta,lo,hi
google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,he,0.0,0.5952380952380952,0.5952380952380952,0.0,1.7857142857142856
google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,de,0.0,1.1904761904761905,1.1904761904761905,0.0,2.976190476190476
google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,pg,1.1904761904761905,0.0,-1.1904761904761905,-2.976190476190476,0.0
google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,components,0.0,1.7786281179138275,1.7786281179138275,0.0,4.124149659863951
google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,excess,1.1904761904761905,-1.7786281179138275,-2.9691043083900177,-5.924036281179132,-0.5952380952380931
google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,harm_pg,19.047619047619047,27.380952380952383,8.333333333333337,2.380952380952381,14.285714285714285
google/gemma-4-31b-it,gemma-4-31b,he,1.1904761904761905,1.7857142857142856,0.5952380952380952,-1.1904761904761905,2.3958333333331168
google/gemma-4-31b-it,gemma-4-31b,de,1.1904761904761905,1.1904761904761905,0.0,-1.7857142857142856,1.7857142857142856
google/gemma-4-31b-it,gemma-4-31b,pg,5.357142857142857,4.166666666666666,-1.1904761904761905,-4.761904761904763,2.380952380952381
google/gemma-4-31b-it,gemma-4-31b,components,2.3667800453514687,2.954931972789121,0.5881519274376523,-1.7750850340136126,2.9761904761904767
google/gemma-4-31b-it,gemma-4-31b,excess,2.990362811791388,1.2117346938775455,-1.7786281179138428,-6.5121882086167755,2.3915816326530615
google/gemma-4-31b-it,gemma-4-31b,harm_pg,20.833333333333336,27.976190476190478,7.142857142857142,0.5952380952380959,13.690476190476192
z-ai/glm-5.2,glm-5.2,he,3.571428571428571,6.547619047619048,2.9761904761904767,-0.5952380952380945,6.547619047619047
z-ai/glm-5.2,glm-5.2,de,22.023809523809522,31.547619047619047,9.523809523809524,2.3809523809523836,16.666666666666664
z-ai/glm-5.2,glm-5.2,pg,30.952380952380953,39.285714285714285,8.333333333333332,1.785714285714285,14.880952380952383
z-ai/glm-5.2,glm-5.2,components,24.808673469387756,36.029620181405896,11.220946712018144,4.152140022675729,18.30357142857142
z-ai/glm-5.2,glm-5.2,excess,6.143707482993199,3.2560941043083877,-2.8876133786848115,-12.670068027210885,6.866496598639449
z-ai/glm-5.2,glm-5.2,harm_pg,1.7857142857142856,0.5952380952380952,-1.1904761904761905,-3.571428571428571,1.1904761904761905
openai/gpt-5.6-sol,gpt-5.6-sol,he,1.7857142857142856,1.7857142857142856,0.0,-1.7857142857142856,1.7857142857142856
openai/gpt-5.6-sol,gpt-5.6-sol,de,5.357142857142857,10.119047619047619,4.761904761904763,1.1904761904761905,8.333333333333334
openai/gpt-5.6-sol,gpt-5.6-sol,pg,20.833333333333336,33.33333333333333,12.499999999999996,6.547619047619047,18.452380952380953
openai/gpt-5.6-sol,gpt-5.6-sol,components,7.047193877551027,11.724064625850339,4.6768707482993115,1.1479591836734744,8.740787981859421
openai/gpt-5.6-sol,gpt-5.6-sol,excess,13.786139455782306,21.609268707482993,7.823129251700686,0.7156143707482929,14.91284013605442
openai/gpt-5.6-sol,gpt-5.6-sol,harm_pg,0.0,0.0,0.0,0.0,0.0
openai/gpt-5.6-terra,gpt-5.6-terra,he,0.5952380952380952,0.5952380952380952,0.0,0.0,0.0
openai/gpt-5.6-terra,gpt-5.6-terra,de,2.976190476190476,5.952380952380952,2.976190476190476,0.0,5.9523809523809526
openai/gpt-5.6-terra,gpt-5.6-terra,pg,15.476190476190476,19.047619047619047,3.57142857142857,-1.190476190476189,8.333333333333332
openai/gpt-5.6-terra,gpt-5.6-terra,components,3.55371315192744,6.5121882086167755,2.958475056689336,0.0,5.952380952380953
openai/gpt-5.6-terra,gpt-5.6-terra,excess,11.922477324263037,12.53543083900227,0.612953514739234,-4.761904761904759,5.970184948979597
openai/gpt-5.6-terra,gpt-5.6-terra,harm_pg,1.1904761904761905,0.0,-1.1904761904761905,-2.976190476190476,0.0
x-ai/grok-4.3,grok-4.3,he,5.952380952380952,11.30952380952381,5.357142857142858,1.1904761904761911,9.523809523809526
x-ai/grok-4.3,grok-4.3,de,45.83333333333333,54.166666666666664,8.333333333333332,1.1904761904761918,15.476190476190476
x-ai/grok-4.3,grok-4.3,pg,51.19047619047619,60.11904761904761,8.92857142857143,3.57142857142857,14.28571428571429
x-ai/grok-4.3,grok-4.3,components,49.05753968253968,59.35019841269842,10.292658730158744,3.6136798469387776,17.01743197278911
x-ai/grok-4.3,grok-4.3,excess,2.1329365079365115,0.7688492063491981,-1.3640873015873134,-9.949068168934238,7.348533163265287
x-ai/grok-4.3,grok-4.3,harm_pg,0.5952380952380952,0.0,-0.5952380952380952,-1.7857142857142856,0.0
tencent/hy3,hy3,he,4.761904761904762,7.738095238095238,2.9761904761904767,-0.5952380952380945,6.547619047619048
tencent/hy3,hy3,de,25.595238095238095,30.952380952380953,5.35714285714286,-0.5952380952380931,11.309523809523808
tencent/hy3,hy3,pg,26.785714285714285,33.33333333333333,6.547619047619047,0.5952380952380958,12.500000000000004
