set,mode,model,origin,n_discordant,bias,abs_bias,null_expected,excess
us_cn,he,gemini-3.1-flash-lite,US,11,-0.8181818181818182,0.8181818181818182,0.24609375,0.5720880681818182
us_cn,he,gemma-4-31b,US,4,0.5,0.5,0.375,0.125
us_cn,he,gpt-5.6-luna,US,2,-1.0,1.0,0.5,0.5
us_cn,he,gpt-5.6-sol,US,4,0.0,0.0,0.375,-0.375
us_cn,he,gpt-5.6-terra,US,2,-1.0,1.0,0.5,0.5
us_cn,he,grok-4.3,US,14,-0.2857142857142857,0.2857142857142857,0.20947265625,0.0762416294642857
us_cn,he,haiku-4.5,US,17,0.29411764705882354,0.29411764705882354,0.19638061523437503,0.09773703182444851
us_cn,he,inkling,US,6,-0.6666666666666666,0.6666666666666666,0.31250000000000017,0.35416666666666646
us_cn,he,nemotron-3-ultra,US,11,0.09090909090909091,0.09090909090909091,0.24609375,-0.1551846590909091
us_cn,he,nemotron-3.5-lightning,US,6,0.0,0.0,0.31250000000000017,-0.31250000000000017
us_cn,he,nova-2-lite,US,36,-0.6666666666666666,0.6666666666666666,0.13206059957155952,0.5346060670951072
us_cn,he,sonnet-5,US,5,0.2,0.2,0.3749999999999999,-0.17499999999999988
us_cn,he,deepseek-v4-pro,CN,18,-0.1111111111111111,0.1111111111111111,0.18547058105468756,-0.07435946994357645
us_cn,he,glm-5.2,CN,13,-0.23076923076923078,0.23076923076923078,0.2255859375000001,0.005183293269230671
us_cn,he,hy3,CN,19,0.47368421052631576,0.47368421052631576,0.18547058105468756,0.2882136294716282
us_cn,he,kimi-k2.6,CN,27,-0.25925925925925924,0.25925925925925924,0.15498101711273196,0.10427824214652728
us_cn,he,kimi-k3,CN,6,0.0,0.0,0.31250000000000017,-0.31250000000000017
us_cn,he,ling-3.0-flash,CN,11,0.09090909090909091,0.09090909090909091,0.24609375,-0.1551846590909091
us_cn,he,mimo-v2.5-pro,CN,7,-0.14285714285714285,0.14285714285714285,0.31249999999999994,-0.1696428571428571
us_cn,he,minimax-m3,CN,18,0.1111111111111111,0.1111111111111111,0.18547058105468756,-0.07435946994357645
us_cn,he,qwen3.7-plus,CN,17,-0.29411764705882354,0.29411764705882354,0.19638061523437503,0.09773703182444851
us_cn,he,qwen3.8-27b,CN,22,-0.45454545454545453,0.45454545454545453,0.1681880950927734,0.28635735945268115
us_cn,he,qwen3.8-flash,CN,11,0.09090909090909091,0.09090909090909091,0.24609375,-0.1551846590909091
us_cn,he,seed-2-1-turbo,CN,7,-0.14285714285714285,0.14285714285714285,0.31249999999999994,-0.1696428571428571
us_cn,de,gemini-3.1-flash-lite,US,11,-0.8181818181818182,0.8181818181818182,0.24609375,0.5720880681818182
us_cn,de,gemma-4-31b,US,9,0.7777777777777778,0.7777777777777778,0.27343750000000006,0.5043402777777777
us_cn,de,gpt-5.6-luna,US,9,0.3333333333333333,0.3333333333333333,0.27343750000000006,0.05989583333333326
us_cn,de,gpt-5.6-sol,US,21,0.6190476190476191,0.6190476190476191,0.17619705200195318,0.4428505670456659
us_cn,de,gpt-5.6-terra,US,12,0.6666666666666666,0.6666666666666666,0.22558593750000003,0.44108072916666663
us_cn,de,grok-4.3,US,30,-0.06666666666666667,0.06666666666666667,0.1444644480943681,-0.07779778142770143
us_cn,de,haiku-4.5,US,22,0.18181818181818182,0.18181818181818182,0.1681880950927734,0.013630086725408413
us_cn,de,inkling,US,22,0.45454545454545453,0.45454545454545453,0.1681880950927734,0.28635735945268115
us_cn,de,nemotron-3-ultra,US,30,-0.26666666666666666,0.26666666666666666,0.1444644480943681,0.12220221857229857
us_cn,de,nemotron-3.5-lightning,US,14,0.42857142857142855,0.42857142857142855,0.20947265625,0.21909877232142855
us_cn,de,nova-2-lite,US,32,-0.5625,0.5625,0.13994993409141912,0.4225500659085809
us_cn,de,sonnet-5,US,26,0.5384615384615384,0.5384615384615384,0.15498101711273193,0.3834805213488065
us_cn,de,deepseek-v4-pro,CN,23,0.21739130434782608,0.21739130434782608,0.16818809509277344,0.04920320925505264
us_cn,de,glm-5.2,CN,43,-0.16279069767441862,0.16279069767441862,0.12238567124768457,0.04040502642673405
us_cn,de,hy3,CN,37,0.2972972972972973,0.2972972972972973,0.13206059957155958,0.16523669772573774
us_cn,de,kimi-k2.6,CN,42,0.047619047619047616,0.047619047619047616,0.12238567124768455,-0.07476662362863694
us_cn,de,kimi-k3,CN,20,0.3,0.3,0.1761970520019531,0.12380294799804689
us_cn,de,ling-3.0-flash,CN,36,0.3333333333333333,0.3333333333333333,0.13206059957155952,0.2012727337617738
us_cn,de,mimo-v2.5-pro,CN,12,0.0,0.0,0.22558593750000003,-0.22558593750000003
us_cn,de,minimax-m3,CN,51,0.0196078431372549,0.0196078431372549,0.11227517265921705,-0.09266732952196215
us_cn,de,qwen3.7-plus,CN,35,-0.3142857142857143,0.3142857142857143,0.1358337595593184,0.17845195472639588
us_cn,de,qwen3.8-27b,CN,38,0.0,0.0,0.12858532063546588,-0.12858532063546588
