fit,term,estimate,se,z,p
A_he,(Intercept),-5.0096034169324,0.291520844206763,-17.1843746904743,3.47675489187302e-66
A_he,lang1,-0.189878762212976,0.173499817961569,-1.09440323594481,0.273778165344731
A_he,lang2,-0.390988457106411,0.177596331623692,-2.2015570565662,0.0276966121722962
A_he,lang3,0.0899447230102017,0.168738784095071,0.533041194367768,0.594005064609892
A_he,lang4,-0.0761536484666566,0.171281498585433,-0.444611058961935,0.656600854109397
A_he,lang5,-0.330183070918823,0.176023945594198,-1.87578496666596,0.0606848131058459
A_he,lang6,0.0430354266166605,0.169843515480756,0.253382806490111,0.799972412676057
A_he,lang7,0.361423951664293,0.165803033562024,2.1798391977496,0.0292693832401207
A_de,(Intercept),-2.97614775701931,0.293442014685374,-10.1422005305215,3.58921746016628e-24
A_de,lang1,-0.0190046161442921,0.141740584964831,-0.134080271709106,0.893339099664595
A_de,lang2,-0.17861274640763,0.142419758298859,-1.25412898140735,0.209795127923072
A_de,lang3,-0.0621148943884421,0.142068081442147,-0.437219210380739,0.661952379207229
A_de,lang4,-0.0520167266190705,0.141596388627037,-0.367359133403338,0.713351150588204
A_de,lang5,-0.0490275755115064,0.141602931556315,-0.346232771967777,0.72916778757651
A_de,lang6,-0.0666608120761133,0.142105867378459,-0.469092608953162,0.639003441857923
A_de,lang7,0.407538314543499,0.140035234064235,2.91025553152257,0.0036113336429793
A_pg,(Intercept),-2.17552321853991,0.316503958882295,-6.87360507660812,6.25993599256646e-12
A_pg,lang1,0.0113798302979652,0.132368381473342,0.0859709106608439,0.931489541518954
A_pg,lang2,-0.14144847136635,0.133012657325343,-1.06342113758673,0.28759101121535
A_pg,lang3,0.140654455810887,0.132580503446197,1.06089848925612,0.28873603592958
A_pg,lang4,0.003724547683908,0.132787531691488,0.0280489262543225,0.977623128971406
A_pg,lang5,-0.111580897693851,0.132969850366333,-0.839144342769771,0.40138831533399
A_pg,lang6,-0.0022600849756986,0.133005378253905,-0.0169924329780424,0.986442652510513
A_pg,lang7,0.277204879887463,0.132196387997024,2.09691720089737,0.0360009055816891
A_control,(Intercept),-2.69730774593156,0.271630346822318,-9.93006774642877,3.0804618104979e-23
A_control,lang1,0.234938008998671,0.118783137813435,1.97787340293766,0.0479429901035442
A_control,lang2,0.018516053816299,0.119619913667531,0.154790730477887,0.876986299137572
A_control,lang3,0.0013940993914086,0.119879785026487,0.0116291449062964,0.990721493957303
A_control,lang4,0.0027989639049411,0.119566119307685,0.0234093397121844,0.981323755035582
A_control,lang5,-0.0822781688926273,0.119659538213376,-0.687602259887627,0.491703284708328
A_control,lang6,-0.117737256962373,0.120037544988729,-0.980836928757809,0.326673164156655
A_control,lang7,0.161270019046994,0.119312864471486,1.3516565859127,0.176485199337277
