mode,dimension,level,matched,did_logOR,se,lo,hi,p,singular
pg,scale,individual,True,0.669144759668006,0.186265815690667,0.3040637609142987,1.0342257584217134,0.000327623153285,False
pg,scale,group,True,0.492126481790758,0.247378013318947,0.007265575685621917,0.9769873878958941,0.0466603412339543,False
pg,scale,society,True,0.0488849055790988,0.19865233441525,-0.34047366987479116,0.43824348103298877,0.805618203997701,True
pg,standing,low,True,0.592077919727915,0.215461366235757,0.16977364190583127,1.0143821975499987,0.0059968424759893,True
pg,standing,med,True,0.126702913481979,0.223987809242518,-0.3123131926333562,0.5657190195973143,0.571618953939226,True
pg,standing,high,True,0.309664251631597,0.175600111877272,-0.034511967647856134,0.6538404709110501,0.0778224788795576,True
pg,context,Academia,True,0.746779789922081,0.312746491232449,0.13379666710648097,1.3597629127376811,0.0169490146109092,True
pg,context,Diplomacy,True,0.0587513715081717,0.261869253115422,-0.4545123645980554,0.5720151076143988,0.822481988488651,True
pg,context,Fiction,True,0.224090573897449,0.304809237783616,-0.3733355321584384,0.8215166799533364,0.462228042858514,True
pg,context,Government,True,0.728584076397047,0.28979629355239,0.16058334103436267,1.2965848117597314,0.0119328166312326,True
pg,context,Interpersonal,True,0.281592297909793,0.285818868947322,-0.27861268522695815,0.8417972810465442,0.324519744001139,False
pg,context,Markets,True,0.223413779324343,0.324412705739135,-0.41243512392436155,0.8592626825730476,0.491030025436116,True
pg,context,Media,True,0.592594188759983,0.305003247293271,-0.005212175934828145,1.1904005534547943,0.0520269029001069,True
pg,context,Work,True,0.211746606350036,0.314559547002537,-0.4047901057749365,0.8282833184750085,0.500850153586622,True
pg,domain,Rank,False,0.353213725849173,0.244384922863972,-0.12578072296421217,0.8322081746625581,0.148368816357044,True
pg,domain,Wealth,False,0.0649075351037283,0.205781869105861,-0.3384249283437592,0.46823999855121584,0.752443455100357,False
pg,domain,Legal,False,0.801675841995979,0.261005448578418,0.2901051627822797,1.3132465212096782,0.0021299270604275,True
pg,domain,Physical,False,0.447729464496284,0.238516404172397,-0.019762687681614155,0.9152216166741821,0.0604984593666459,False
pg,domain,Epistemic,False,0.180247002346586,0.246242530190949,-0.30238835682767407,0.662882361520846,0.464174838301187,True
pg,domain,Status,False,0.0817391602741932,0.272132631913039,-0.45164079827536324,0.6151191188237497,0.763898639242585,True
pg,domain,Attentional,False,0.519984016472291,0.276315368235962,-0.021594105270194452,1.0615621382147764,0.0598564139382749,True
