mode,dimension,level,matched,did_logOR,se,lo,hi,p,singular
de,scale,individual,True,0.0263486649301755,0.259947957944667,-0.48314933264137183,0.5358466625017229,0.919263650283396,False
de,scale,group,True,0.388436694603994,0.244013432791465,-0.08982963366727742,0.8667030228752655,0.111414809716851,True
de,scale,society,True,0.398053297769967,0.232228947346216,-0.05711543902861632,0.8532220345685504,0.086518538717662,False
de,standing,low,True,0.636847801282719,0.211533233123791,0.22224266436008866,1.0514529382053492,0.002607083354959,True
de,standing,med,True,0.142840973504875,0.25077921101966,-0.3486862800936586,0.6343682271034086,0.568956779084759,False
de,standing,high,True,0.128058358781367,0.226459841573065,-0.3158029307018404,0.5719196482645744,0.571747781738662,True
de,context,Academia,True,0.99668169012904,0.402680716243296,0.20742748629217989,1.7859358939659,0.0133192715989051,True
de,context,Diplomacy,True,-0.073488281771282,0.395267522197907,-0.8482126252791797,0.7012360617366158,0.852507212125821,True
de,context,Fiction,True,0.309058357860473,0.316732841323166,-0.3117380111329323,0.9298547268538783,0.329178527610177,True
de,context,Government,True,0.762165425302626,0.286530178873734,0.20056627471010735,1.3237645758951446,0.0078144579023288,True
de,context,Interpersonal,True,0.0501936051569076,0.377771526210368,-0.6902385862154137,0.7906257965292289,0.894298072029787,False
de,context,Markets,True,-0.0256599182333472,0.310949551519525,-0.6351210392116162,0.5838012027449218,0.934232291089305,True
de,context,Media,True,0.455944389066564,0.291363097318194,-0.11512728167709618,1.027016059810224,0.117614183889263,True
de,context,Work,True,0.365830582125356,0.313918085818304,-0.2494488660785198,0.9811100303292318,0.243869432641754,True
de,domain,Rank,False,0.228532693950345,0.364587084914237,-0.48605799248155956,0.9431233803822496,0.530773244812281,False
de,domain,Wealth,False,0.441790731616891,0.251351131988251,-0.050857487080080976,0.9344389503138629,0.0788047674348082,True
de,domain,Legal,False,0.478694107237053,0.23186707879397,0.024234632800871847,0.9331535816732341,0.0389684862948294,False
de,domain,Physical,False,0.256604231938862,0.368016154433278,-0.46470743075036286,0.9779158946280868,0.485637905866106,False
de,domain,Epistemic,False,0.347550621668152,0.308499130701541,-0.25710767450686833,0.9522089178431723,0.25991780784694,False
de,domain,Status,False,0.192890747011651,0.278638752179086,-0.3532412072593576,0.7390227012826596,0.488773424097996,True
de,domain,Attentional,False,0.120837673123578,0.293051172181758,-0.45354262435266773,0.6952179705998237,0.680087851378527,True
