dim,mode,quantity,family,estimate,se,OR,OR_lo,OR_hi,p,q_bh,df,sd_model_slope,sd_prompt,sd_model,singular,optimizer,variant,nobs,seconds,formula_used
scale,he,IA en individual,nivel,0.732253937662322,0.244722905615541,2.0797629849190264,1.2873644193555736,3.3598987267369917,0.0027699676895621,0.00332396122747452,,0.0,2.45239695258155,1.0372470265869,True,bobyqa,1,8064,17.4,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,he,IA en group,nivel,0.367172048146403,0.314257598629597,1.4436462744156056,0.7797570788573118,2.6727741525453093,0.242653832918131,0.242653832918131,,0.0,2.45239695258155,1.0372470265869,True,bobyqa,1,8064,17.4,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,he,IA en society,nivel,0.821257888870892,0.208108771438493,2.2733576710510635,1.5118963092259303,3.4183264215869,7.93709546126195e-05,0.00013606449362163343,,0.0,2.45239695258155,1.0372470265869,True,bobyqa,1,8064,17.4,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,he,group − individual,contraste,-0.365081889515919,0.398204073342065,0.6941398057778264,0.31804516650078246,1.5149737229667763,0.359236403264957,0.47898187101994266,,0.0,2.45239695258155,1.0372470265869,True,bobyqa,1,8064,17.4,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,he,society − individual,contraste,0.0890039512085699,0.320900855267499,1.0930849753245198,0.5827705574227677,2.0502661777633686,0.781506348316826,0.852552379981992,,0.0,2.45239695258155,1.0372470265869,True,bobyqa,1,8064,17.4,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,he,society − group,contraste,0.454085840724489,0.376802590165147,1.574733167909382,0.7524300556366721,3.295701084156768,0.228163635142691,0.39291135206556455,,0.0,2.45239695258155,1.0372470265869,True,bobyqa,1,8064,17.4,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,he,ómnibus IA × nivel,omnibus,1.47915814056223,,,,,0.47731478922126,0.47731478922126,2.0,0.0,2.45239695258155,1.0372470265869,True,bobyqa,1,8064,17.4,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,de,IA en individual,nivel,0.649252932459271,0.154126068479714,1.9141103250456708,1.4150513755411642,2.5891769018246946,2.5258243734532e-05,5.0516487469064e-05,,0.261994882427737,2.01979432537579,1.56754785708682,False,bobyqa,1,8063,19.05,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,de,IA en group,nivel,0.735788348246263,0.165236634986352,2.0871267268029494,1.5097205140659529,2.8853671478593252,8.47035596919539e-06,2.5411067907586168e-05,,0.261994882427737,2.01979432537579,1.56754785708682,False,bobyqa,1,8063,19.05,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,de,IA en society,nivel,0.954839622428725,0.133099864305734,2.598253847861261,2.0016340828523824,3.3727058885336327,7.29128547493093e-13,4.374771284958558e-12,,0.261994882427737,2.01979432537579,1.56754785708682,False,bobyqa,1,8063,19.05,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,de,group − individual,contraste,0.0865354157869917,0.208788577462778,1.0903899840533746,0.7241981790814445,1.6417471786962434,0.678534092245579,0.8142409106946948,,0.261994882427737,2.01979432537579,1.56754785708682,False,bobyqa,1,8063,19.05,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,de,society − individual,contraste,0.305586689969454,0.186211432470324,1.357421154812101,0.9423413359298622,1.9553341462127696,0.100782111239157,0.318759729682272,,0.261994882427737,2.01979432537579,1.56754785708682,False,bobyqa,1,8063,19.05,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,de,society − group,contraste,0.219051274182462,0.19526497659978,1.2448951060299311,0.8490237831304264,1.825347953508624,0.261940901377043,0.39291135206556455,,0.261994882427737,2.01979432537579,1.56754785708682,False,bobyqa,1,8063,19.05,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,de,ómnibus IA × nivel,omnibus,2.94832860957159,,,,,0.228969996242771,0.457939992485542,2.0,0.261994882427737,2.01979432537579,1.56754785708682,False,bobyqa,1,8063,19.05,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,IA en individual,nivel,1.13144132188277,0.137764087572927,3.100121554597261,2.366527545926082,4.06112055184957,2.15927020826347e-16,2.591124249916164e-15,,0.200224386781952,2.01874109594479,1.40153266402466,False,bobyqa,1,8064,24.97,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,IA en group,nivel,0.771012695162226,0.13795862120162,2.161954546471353,1.6497335625101415,2.833213536552162,2.28743814944362e-08,9.14975259777448e-08,,0.200224386781952,2.01874109594479,1.40153266402466,False,bobyqa,1,8064,24.97,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,IA en society,nivel,0.498725806023129,0.11440724270981,1.6466218178266168,1.3158562709193233,2.0605315875785863,1.30529629400208e-05,3.1327111056049915e-05,,0.200224386781952,2.01874109594479,1.40153266402466,False,bobyqa,1,8064,24.97,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,group − individual,contraste,-0.360428626720549,0.184090053906959,0.6973773474350761,0.4861465621286732,1.0003879541718526,0.0502425702280818,0.3014554213684908,,0.200224386781952,2.01874109594479,1.40153266402466,False,bobyqa,1,8064,24.97,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,society − individual,contraste,-0.632715515859646,0.16827918638592,0.5311475014212861,0.3819205328611014,0.738681594709329,0.0001699707803605,0.002039649364326,,0.200224386781952,2.01874109594479,1.40153266402466,False,bobyqa,1,8064,24.97,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,society − group,contraste,-0.272286889139097,0.168570995843007,0.7616357247261096,0.5473394835590619,1.0598339688689211,0.106253243227424,0.318759729682272,,0.200224386781952,2.01874109594479,1.40153266402466,False,bobyqa,1,8064,24.97,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,ómnibus IA × nivel,omnibus,14.1492046916723,,,,,0.000846329033202,0.003385316132808,2.0,0.200224386781952,2.01874109594479,1.40153266402466,False,bobyqa,1,8064,24.97,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,IA en individual,nivel,0.434452859054222,0.117777251352099,1.5441179776124554,1.2258193118154914,1.9450667042067784,0.0002253433083807,0.00033801496257105003,,0.0,2.85331242617255,1.1954162887153,True,bobyqa,1,9214,27.37,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,IA en group,nivel,0.210727471364526,0.121569015399136,1.2345758519377907,0.972828181405138,1.5667489525091916,0.0830249773649875,0.09057270257998637,,0.0,2.85331242617255,1.1954162887153,True,bobyqa,1,9214,27.37,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,IA en society,nivel,0.418771826047454,0.127588433139534,1.520093469481434,1.1837631770762134,1.9519817820886118,0.0010299745560159,0.0013732994080211999,,0.0,2.85331242617255,1.1954162887153,True,bobyqa,1,9214,27.37,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,group − individual,contraste,-0.223725387689696,0.169220296269251,0.7995346662867792,0.5738443031197965,1.1139880262274895,0.186136360964633,0.39291135206556455,,0.0,2.85331242617255,1.1954162887153,True,bobyqa,1,9214,27.37,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,society − individual,contraste,-0.0156810330067678,0.173555084668517,0.9844412742553726,0.7005784003177085,1.3833207275845916,0.928007572336534,0.928007572336534,,0.0,2.85331242617255,1.1954162887153,True,bobyqa,1,9214,27.37,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,society − group,contraste,0.208044354682928,0.176192075530865,1.2312677808297439,0.8717155491807358,1.7391227557363216,0.237689509336631,0.39291135206556455,,0.0,2.85331242617255,1.1954162887153,True,bobyqa,1,9214,27.37,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,ómnibus IA × nivel,omnibus,2.11395822356783,,,,,0.347503997035186,0.4633386627135813,2.0,0.0,2.85331242617255,1.1954162887153,True,bobyqa,1,9214,27.37,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,IA en low,nivel,0.980445082268567,0.275397718262504,2.665642408109258,1.5537409737195627,4.573252278273918,0.0003707050595096,0.0005560575892644,,0.0,2.39137285799587,1.04255349388751,True,bobyqa,1,8064,22.09,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,IA en med,nivel,0.879906933625563,0.326170497104309,2.4106753431629016,1.2720283587715333,4.568573939456755,0.0069822398216245,0.008378687785949399,,0.0,2.39137285799587,1.04255349388751,True,bobyqa,1,8064,22.09,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,IA en high,nivel,0.478245313681857,0.192410387054407,1.6132411849809418,1.1064104596085251,2.3522437792567126,0.012935202658425,0.014111130172827273,,0.0,2.39137285799587,1.04255349388751,True,bobyqa,1,8064,22.09,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,med − low,contraste,-0.100538148643004,0.42661647395066,0.9043506120060549,0.3919165135208664,2.0867965528892727,0.813693399824661,0.921092242915118,,0.0,2.39137285799587,1.04255349388751,True,bobyqa,1,8064,22.09,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,high − low,contraste,-0.502199768586711,0.335698002995339,0.6051978990404843,0.31343356524576405,1.1685554376278344,0.134657104868061,0.538628419472244,,0.0,2.39137285799587,1.04255349388751,True,bobyqa,1,8064,22.09,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,high − med,contraste,-0.401661619943707,0.378544416400365,0.6692071537365557,0.318666978485474,1.405348670705133,0.288658695344845,0.865976086034535,,0.0,2.39137285799587,1.04255349388751,True,bobyqa,1,8064,22.09,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,ómnibus IA × nivel,omnibus,2.6655454886724,,,,,0.263744949197793,0.527489898395586,2.0,0.0,2.39137285799587,1.04255349388751,True,bobyqa,1,8064,22.09,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,IA en low,nivel,0.870401020528685,0.139676848634581,2.387868245730815,1.8159965805220806,3.139826814723581,4.61889945119071e-10,2.771339670714426e-09,,0.266322858627397,2.14735132734009,1.56093134241141,False,bobyqa,1,8063,22.88,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,IA en med,nivel,0.756842263444864,0.160738485853193,2.1315347569950074,1.5554965682862085,2.9208938887493447,2.49507510834001e-06,4.99015021668002e-06,,0.266322858627397,2.14735132734009,1.56093134241141,False,bobyqa,1,8063,22.88,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,IA en high,nivel,0.776791660789154,0.148763674691926,2.1744845779213975,1.6245240139685437,2.9106268291270427,1.77337066739811e-07,5.320112002194331e-07,,0.266322858627397,2.14735132734009,1.56093134241141,False,bobyqa,1,8063,22.88,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,med − low,contraste,-0.113558757083821,0.195351053207564,0.8926517452568427,0.6086896047781026,1.3090861615758493,0.561034176291313,0.921092242915118,,0.266322858627397,2.14735132734009,1.56093134241141,False,bobyqa,1,8063,22.88,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,high − low,contraste,-0.0936093597395316,0.185630286698277,0.9106384247996431,0.6328988136507722,1.3102605390237856,0.614065694272667,0.921092242915118,,0.266322858627397,2.14735132734009,1.56093134241141,False,bobyqa,1,8063,22.88,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,high − med,contraste,0.0199493973442891,0.201391138219184,1.0201497164357471,0.6874424008278,1.5138802068227755,0.921092242915118,0.921092242915118,,0.266322858627397,2.14735132734009,1.56093134241141,False,bobyqa,1,8063,22.88,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,ómnibus IA × nivel,omnibus,0.413926763209793,,,,,0.81304942200744,0.81304942200744,2.0,0.266322858627397,2.14735132734009,1.56093134241141,False,bobyqa,1,8063,22.88,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,IA en low,nivel,0.770384168828377,0.13200110957077,2.160596128051906,1.6680612002647484,2.7985637624158946,5.3406501773845105e-09,2.1362600709538042e-08,,0.218034175966568,2.24088683640855,1.40422775751314,False,bobyqa,1,8064,23.64,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,IA en med,nivel,0.672556436438815,0.13211492241899,1.959239595406948,1.5122690249697692,2.538318069621982,3.56758296485946e-07,8.562199115662704e-07,,0.218034175966568,2.24088683640855,1.40422775751314,False,bobyqa,1,8064,23.64,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,IA en high,nivel,0.815981547882934,0.123693635913934,2.2613942500900928,1.7745413967059602,2.881817219836829,4.2014131500249003e-11,5.041695780029881e-10,,0.218034175966568,2.24088683640855,1.40422775751314,False,bobyqa,1,8064,23.64,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,med − low,contraste,-0.0978277323895617,0.174001802649342,0.9068051034477649,0.6447637775768189,1.2753438146437142,0.573964418130696,0.921092242915118,,0.218034175966568,2.24088683640855,1.40422775751314,False,bobyqa,1,8064,23.64,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,high − low,contraste,0.0455973790545569,0.167857628423716,1.046652921723539,0.7532157492326023,1.4544071066869344,0.785896398775062,0.921092242915118,,0.218034175966568,2.24088683640855,1.40422775751314,False,bobyqa,1,8064,23.64,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,high − med,contraste,0.143425111444119,0.168025928643078,1.154220369673769,0.8303518862526548,1.6044097494402394,0.393332666313753,0.921092242915118,,0.218034175966568,2.24088683640855,1.40422775751314,False,bobyqa,1,8064,23.64,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,ómnibus IA × nivel,omnibus,0.748127437917263,,,,,0.687933076053195,0.81304942200744,2.0,0.218034175966568,2.24088683640855,1.40422775751314,False,bobyqa,1,8064,23.64,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,control,IA en low,nivel,0.10882949260577,0.119212554424888,1.1149722231244565,0.882649487074435,1.4084447751276552,0.361293585910474,0.361293585910474,,0.0,2.8110590489291,1.19477120678267,True,bobyqa,1,9214,23.04,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,control,IA en med,nivel,0.49987308950533,0.143008026006164,1.648512043944907,1.2455501981653359,2.181840573775637,0.0004733166241235,0.0006310888321646666,,0.0,2.8110590489291,1.19477120678267,True,bobyqa,1,9214,23.04,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,control,IA en high,nivel,0.477896829930822,0.110842275958481,1.6126790945868483,1.2977681340118075,2.0040050252103008,1.62148411267306e-05,2.7796870502966744e-05,,0.0,2.8110590489291,1.19477120678267,True,bobyqa,1,9214,23.04,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,control,med − low,contraste,0.39104359689956,0.186158010526631,1.4785229710255259,1.026519440852553,2.1295555533118677,0.0356760563016313,0.2140563378097878,,0.0,2.8110590489291,1.19477120678267,True,bobyqa,1,9214,23.04,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
